Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	tree_length
15336	-903.6196	-1014.568	110.9486	0.0226069	0.0409272	0.00171376	0.00170562	0.0201975	0.0037781	0.0185011	0.0110885	0.0541572	0.00139644	0.00582113	0.00117269	0.000951826	0.00775797	0.057258	0.00842125	0.0146849	0.00320214	0.0225823	0.0624589	0.0216731	0.0503296	0.017011	0.00453556	0.0706707	0.00495575	0.00915681	0.0155695	0.051692	0.000132325	0.0278017	0.0142832	0.00564474	0.00480514	0.00920367	0.00174244	0.000333586	0.0209825	0.0140707	0.0518934	0.0120947	0.0141251	0.0197201	0.0249795	0.0216979	0.023544	0.0300204	0.00980533	0.0314854	0.0183471	0.0969404	0.0195041	9.26686e-05	0.00621644	0.0104645	0.0196928	0.0270127	0.0419879	0.0368539	0.00628962	0.00410355	0.000928775	0.0415875	0.0468806	0.0597649	0.00636645	0.000955744	0.0274149	0.00170401	0.0497539	0.000665397	0.990657	1.04321	0.28154	0.538938	0.824603	1.2127	1.8555	3.5519	0.9164769	4.392008	0.0154011	0.027882	0.00116751	0.00116197	0.0137597	0.00257387	0.012604	0.00755413	0.036895	0.000951338	0.00396569	0.000798905	0.00064844	0.00528518	0.0390075	0.00573705	0.0100042	0.00218149	0.0153844	0.0425507	0.014765	0.0342875	0.0115889	0.00308989	0.048145	0.00337615	0.00623816	0.0106068	0.0352156	9.01476e-05	0.0189402	0.00973056	0.00384553	0.00327355	0.00627008	0.00118706	0.000227259	0.0142945	0.0095858	0.0353528	0.00823962	0.00962288	0.0134345	0.0170175	0.0147819	0.0160396	0.0204516	0.00667997	0.0214497	0.0124991	0.0660415	0.0132873	6.31313e-05	0.004235	0.00712903	0.0134159	0.0184026	0.0286047	0.025107	0.00428486	0.00279558	0.000632736	0.0283319	0.0319378	0.0407154	0.0043372	0.000651109	0.0186766	0.00116087	0.0338953	0.000453308	1.467871
15372	-909.9863	-1021.282	111.2954	0.0662037	0.0291627	0.0092017	0.00444498	0.0270332	0.0121713	0.00308289	0.000281128	0.0115563	0.0125421	0.00883833	0.0161837	0.00448362	0.011717	0.102895	0.0384861	0.0107083	0.0169315	0.0248079	0.105614	0.030145	0.0208533	0.00976944	0.0096622	0.0132404	0.00206355	0.0126046	0.0225628	0.0551972	0.000733464	0.0445174	0.0266821	0.000377184	0.000975896	0.0182154	0.000761459	0.0113062	0.00889915	0.0484724	0.046498	0.0346947	0.00140584	0.0213339	0.0419234	0.0109222	0.029227	0.0342172	0.00430665	0.0453649	0.0276007	0.0844788	0.0248513	8.67015e-05	0.0073631	0.0197469	0.0611974	0.0483539	0.0230822	0.0619751	0.00120391	0.0244987	0.00302964	0.044707	0.0620078	0.0822607	0.00601451	0.0190616	0.0502841	0.00845491	0.0753869	0.00688957	0.908079	1.42514	0.473633	0.694564	0.892518	1.12043	1.43975	2.11134	0.5403662	2.946993	0.0354824	0.01563	0.00493173	0.00238233	0.0144887	0.00652329	0.0016523	0.000150673	0.0061937	0.00672204	0.00473698	0.0086738	0.00240303	0.00627985	0.0551477	0.020627	0.0057392	0.00907461	0.013296	0.0566049	0.0161565	0.0111765	0.00523602	0.00517854	0.00709633	0.00110598	0.00675553	0.0120928	0.0295834	0.000393107	0.0238595	0.0143005	0.000202155	0.00052304	0.00976273	0.000408111	0.00605967	0.00476958	0.0259792	0.024921	0.0185949	0.000753472	0.0114341	0.0224692	0.00585383	0.0156645	0.018339	0.00230819	0.0243137	0.0147929	0.0452772	0.0133193	4.64684e-05	0.00394632	0.0105835	0.0327993	0.0259157	0.0123711	0.0332161	0.000645248	0.0131303	0.00162376	0.0239611	0.0332336	0.0440883	0.00322353	0.0102162	0.0269502	0.00453148	0.0404043	0.00369252	1.865815
15408	-905.3815	-1017.666	112.2846	0.0288679	0.0379745	0.00484772	0.000277903	0.0263397	0.00343581	0.00805934	0.0034347	0.00803785	0.0116043	0.00238608	0.00334149	0.00112777	0.00518116	0.0217876	0.00210064	0.00146841	0.00199161	0.00726672	0.0261845	0.0141913	0.00569459	0.0131106	0.0077554	0.0233933	0.00119848	0.00575768	0.0196783	0.0272194	0.00409482	0.0183578	0.0176393	0.00540465	0.00105426	0.00517552	0.00356494	0.00845365	0.01655	0.0176082	0.0465299	0.00893961	0.0261685	0.0125673	0.0106503	0.00750811	0.0118604	0.0135285	0.0201782	0.0204092	0.00678871	0.0165684	0.00880893	0.000379879	0.00758709	0.0186664	0.0262745	0.0326841	0.0154054	0.0401401	0.000441781	0.0160297	0.0035909	0.0249803	0.0324256	0.0304541	0.00350448	0.0261314	0.0138361	0.00805691	0.0211294	0.00400247	0.838947	1.74487	0.234653	0.493123	0.802061	1.24679	2.02789	4.26161	1.048195	2.223734	0.0301384	0.0396457	0.00506107	0.000290134	0.0274989	0.00358702	0.00841404	0.00358586	0.0083916	0.012115	0.00249109	0.00348856	0.0011774	0.00540919	0.0227465	0.00219309	0.00153303	0.00207926	0.00758654	0.0273369	0.0148159	0.00594522	0.0136876	0.00809672	0.0244228	0.00125122	0.00601108	0.0205444	0.0284174	0.00427503	0.0191657	0.0184156	0.00564251	0.00110065	0.0054033	0.00372183	0.0088257	0.0172784	0.0183832	0.0485777	0.00933305	0.0273202	0.0131203	0.011119	0.00783854	0.0123824	0.0141239	0.0210663	0.0213075	0.00708748	0.0172976	0.00919662	0.000396598	0.007921	0.0194879	0.0274309	0.0341225	0.0160835	0.0419067	0.000461224	0.0167351	0.00374894	0.0260797	0.0338527	0.0317944	0.00365871	0.0272815	0.014445	0.0084115	0.0220594	0.00417862	0.9578445
15444	-906.7468	-1018.725	111.9785	0.0383894	0.0441126	0.00665723	0.000363206	0.0461177	0.00100192	0.0253369	0.00207824	0.0231021	0.0403148	0.00251568	0.00379255	0.00414115	0.00952248	0.0361839	0.0260046	0.00302474	0.000428698	0.0154922	0.0424449	0.0198326	0.0127635	0.0117963	0.00806418	0.0459425	0.0046401	0.0151553	0.0142895	0.0236613	0.00472505	0.0609942	0.0172102	0.00245167	0.0110019	0.0245789	0.000549736	0.00420563	0.0409522	0.0838789	0.0286958	0.0267332	0.0410261	0.0406545	0.0578527	0.0131458	0.0101907	0.0497166	0.0117768	0.0314983	0.0105362	0.0388202	0.0139034	0.00319731	0.0332274	0.0247045	0.065244	0.0587526	0.00860561	0.027102	0.0102018	0.0194102	0.034682	0.0617735	0.0448272	0.0203842	0.0188154	0.0356734	0.020274	0.019268	0.0368877	0.00109619	0.811172	1.87333	0.452723	0.679436	0.886408	1.12815	1.47181	2.20886	0.5730141	2.002672	0.02263	0.0260037	0.00392434	0.000214105	0.0271857	0.000590617	0.0149357	0.00122509	0.0136184	0.023765	0.00148296	0.00223565	0.00244115	0.00561336	0.0213298	0.0153293	0.00178304	0.000252711	0.00913242	0.0250206	0.011691	0.00752388	0.00695376	0.00475371	0.0270824	0.00273527	0.00893379	0.00842342	0.013948	0.00278535	0.0359551	0.0101452	0.00144522	0.00648548	0.0144889	0.000324061	0.00247916	0.0241407	0.0494453	0.0169157	0.0157588	0.0241843	0.0239652	0.0341033	0.00774926	0.00600729	0.0293072	0.00694224	0.0185678	0.00621091	0.0228839	0.00819587	0.00188477	0.019587	0.014563	0.0384604	0.0346338	0.00507288	0.0159762	0.00601379	0.011442	0.0204445	0.0364145	0.026425	0.0120162	0.0110914	0.0210289	0.0119512	0.0113582	0.0217447	0.000646187	1.696396
15480	-900.3461	-1012.186	111.8401	0.0282448	0.0180912	0.00629368	0.000854123	0.00840295	0.000583493	0.00196074	0.00436863	0.0186523	0.013002	0.00352991	0.00280562	0.000214944	0.00170417	0.0145817	0.00775913	0.000550681	0.00230307	0.00956663	0.0188987	0.00201369	0.0102116	0.00206275	0.000850829	0.0271762	0.000496077	0.00809217	0.00311489	0.0451711	0.00178472	0.0058332	0.00245587	0.00446622	0.000932672	0.00999808	0.000117045	0.000720956	0.0223541	0.0361784	0.0180085	0.00598327	0.00445971	0.0137405	0.0370935	0.000665051	0.00723789	0.0251978	0.00354087	0.0170185	0.00660019	0.0241802	0.00716366	0.00528049	0.0058273	0.0113606	0.0164665	0.0358567	0.00921904	0.0334146	0.00285259	0.0112768	0.0186796	0.0309861	0.0456633	0.013827	0.00912545	0.0280166	0.0293294	0.00129117	0.00463551	0.00498776	0.926791	1.33859	0.204787	0.461445	0.785618	1.27288	2.1671	4.88313	1.146632	3.202177	0.0338105	0.0216561	0.00753387	0.00102243	0.0100588	0.000698472	0.00234711	0.00522947	0.0223278	0.0155641	0.00422549	0.00335847	0.000257299	0.00203998	0.0174551	0.00928809	0.000659195	0.0027569	0.0114518	0.0226227	0.00241049	0.0122238	0.00246923	0.00101849	0.0325313	0.00059383	0.00968675	0.00372869	0.0540722	0.0021364	0.00698265	0.0029398	0.0053463	0.00111646	0.0119682	0.000140109	0.000863022	0.026759	0.0433074	0.0215571	0.00716229	0.0053385	0.0164481	0.0444029	0.000796101	0.00866413	0.0301631	0.0042386	0.0203721	0.00790078	0.0289449	0.00857528	0.00632102	0.00697558	0.0135992	0.0197113	0.0429223	0.0110357	0.039999	0.0034147	0.0134989	0.0223605	0.037092	0.0546614	0.0165516	0.0109236	0.0335374	0.0351089	0.00154559	0.00554895	0.00597061	0.8353852
15516	-908.96	-1021.415	112.4553	0.039745	0.0370817	0.00601844	0.00199573	0.00435419	0.000861464	0.0122854	0.00111792	0.0135207	0.0214969	0.00277041	0.00171891	0.000240254	0.000846235	0.0265303	0.0225482	0.00172835	0.00150266	0.00509852	0.0163397	0.0141181	0.0335961	0.00789429	0.00205333	0.0163312	0.00731923	0.00883172	0.0123901	0.0691415	0.00408183	0.00987653	0.00226235	0.0140455	0.00601888	0.018136	0.00367721	0.00129964	0.00749654	0.0271065	0.0184071	0.0114738	0.00723904	0.00300483	0.0101971	0.00413493	0.0084848	0.0340704	0.0137557	0.0344403	0.0107505	0.0158882	0.01436	0.00370167	0.00550902	0.0039306	0.00323694	0.0496508	0.00217014	0.0453624	0.00152473	0.0088762	0.00283798	0.0235237	0.0365031	0.0294573	0.00763312	0.00933861	0.0103546	0.0130844	0.0225578	0.00838894	0.787624	1.98224	0.217774	0.475493	0.793003	1.26103	2.10308	4.59191	1.102172	1.837698	0.0415167	0.0387346	0.00628672	0.00208469	0.00454828	0.000899865	0.012833	0.00116775	0.0141234	0.0224551	0.0028939	0.00179553	0.000250964	0.000883957	0.0277129	0.0235533	0.00180539	0.00156964	0.00532579	0.0170681	0.0147475	0.0350937	0.00824619	0.00214486	0.0170592	0.0076455	0.0092254	0.0129424	0.0722236	0.00426378	0.0103168	0.0023632	0.0146716	0.00628718	0.0189444	0.00384112	0.00135758	0.00783071	0.0283148	0.0192276	0.0119853	0.00756172	0.00313878	0.0106517	0.00431925	0.00886302	0.0355892	0.0143689	0.0359755	0.0112297	0.0165964	0.0150001	0.00386667	0.00575459	0.00410581	0.00338123	0.051864	0.00226688	0.0473844	0.0015927	0.00927186	0.00296449	0.0245723	0.0381303	0.0307704	0.00797337	0.00975488	0.0108162	0.0136676	0.0235633	0.00876288	0.9573261
15552	-920.8521	-1032.048	111.1958	0.0284257	0.0375637	0.00736527	0.00153024	0.0108516	0.00786015	0.00319265	0.00552247	0.0186537	0.00263734	0.00097435	0.00728163	0.00041762	0.000677105	0.000535536	0.00213327	0.00314018	0.000101662	0.007592	0.000936404	0.0167717	0.0148832	0.0118351	0.0154779	0.0145494	0.00771098	0.00737182	0.00253365	0.00691989	0.00238951	0.0101144	0.00182685	0.00407107	0.000402695	0.0115775	0.00386981	0.00518725	0.00327609	0.0187419	0.00876525	0.0273848	0.00620689	0.0141476	0.0114157	0.00988629	0.0231067	0.0147415	0.0235622	0.0228882	0.0110925	0.0208252	0.0226187	0.0289728	0.0326539	0.0161073	0.0198957	0.00818026	9.31648e-05	0.00273472	0.0133303	0.0173459	0.000773648	0.00872014	0.0345595	0.0294069	0.0293989	0.0125467	0.00325558	0.0228248	0.00623865	0.0365262	1.00248	0.98854	0.172539	0.424452	0.765401	1.3065	2.35598	5.79579	1.270527	4.690208	0.0335561	0.0443433	0.00869459	0.00180643	0.0128101	0.00927878	0.00376887	0.00651919	0.0220203	0.00311334	0.00115021	0.00859585	0.000492994	0.000799312	0.000632192	0.00251829	0.00370693	0.00012001	0.00896223	0.00110541	0.0197987	0.0175693	0.0139712	0.0182715	0.0171753	0.00910269	0.00870231	0.00299093	0.00816882	0.00282078	0.0119399	0.00215657	0.00480583	0.000475375	0.0136671	0.00456824	0.00612346	0.00386738	0.0221245	0.0103472	0.0323273	0.00732714	0.016701	0.013476	0.0116706	0.0272771	0.0174021	0.0278148	0.0270192	0.0130946	0.0245839	0.026701	0.0342019	0.0385474	0.0190144	0.0234866	0.00965667	0.00010998	0.00322829	0.0157362	0.0204766	0.000913279	0.010294	0.040797	0.0347144	0.034705	0.0148112	0.00384316	0.0269444	0.00736462	0.0431186	0.84711
15588	-909.5219	-1020.826	111.3043	0.0351893	0.0268115	0.00947026	0.000140519	0.0795723	0.00161057	0.00254823	0.000675912	0.0503451	0.00845778	0.00141398	0.0111403	0.00567473	0.00355221	0.0241879	0.00613232	0.000608786	0.00371045	0.0306985	0.0262493	0.0162613	0.0218768	0.0180897	0.00842628	0.0390926	0.00773953	0.00456748	0.0220646	0.0706059	0.0107874	0.0233151	0.00910872	0.00459818	0.0181478	0.00580436	0.0106592	0.0240631	0.00710817	0.0572377	0.0216343	0.008689	0.0190816	0.0220415	0.126665	0.0166667	0.0156626	0.105338	0.0321095	0.0156682	0.0528615	0.0144714	0.042997	0.027481	0.0234407	0.0099646	0.0171372	0.0606235	0.0523937	0.0203789	0.000331734	0.0165136	0.0296866	0.0367934	0.0643952	0.0645338	0.0250793	0.0472182	0.0262205	0.0612105	0.0187796	0.0304091	0.884059	1.53623	0.376836	0.621282	0.862005	1.16009	1.60958	2.65367	0.7056756	2.661572	0.0191849	0.0146174	0.0051631	7.66095e-05	0.0433821	0.00087807	0.00138927	0.000368501	0.0274477	0.0046111	0.000770889	0.00607357	0.00309381	0.00193663	0.013187	0.00334328	0.000331904	0.0020229	0.0167365	0.0143109	0.00886553	0.011927	0.00986231	0.00459393	0.0213129	0.00421952	0.00249015	0.0120294	0.0384937	0.00588119	0.0127112	0.00496599	0.00250688	0.00989398	0.00316448	0.0058113	0.013119	0.00387531	0.0312055	0.0117948	0.00473716	0.0104031	0.0120168	0.0690565	0.00908653	0.00853909	0.057429	0.0175058	0.00854217	0.0288196	0.00788965	0.0234416	0.0149824	0.0127797	0.00543261	0.00934304	0.0330513	0.0285646	0.0111104	0.000180858	0.00900308	0.0161849	0.0200594	0.0351077	0.0351832	0.013673	0.0257429	0.0142952	0.0333714	0.0102385	0.0165788	1.834221
15624	-911.8955	-1023.503	111.6072	0.0508203	0.0201349	0.00735158	0.00866712	0.0375908	0.00330087	0.00668929	0.00184076	0.0353751	0.0113476	0.017645	0.00163577	0.0150182	0.000455972	0.0579116	0.00678728	0.00535378	0.00398993	0.0131875	0.022131	0.00380766	0.0314751	0.0532005	0.0375861	0.0344897	0.0310931	0.000466242	0.00757541	0.0331861	0.00658375	0.0336435	0.00645047	0.00929132	0.0126801	0.00683151	0.00230054	0.00226551	0.0200371	0.0199302	0.0202416	0.034632	0.0112659	0.0424997	0.0138254	0.0268436	0.0389796	0.0368405	0.00348166	0.0391737	0.019893	0.0359118	0.0204279	0.055269	0.0741589	0.0226966	0.0131514	0.00964007	0.0028756	0.00944643	0.0346121	0.0359783	0.000896796	0.00951084	0.0279916	0.00406983	0.0350382	0.0247021	0.00744445	0.0398141	0.00686285	0.0758562	0.908976	1.42099	0.370419	0.616099	0.859755	1.16312	1.62311	2.69964	0.7180937	2.958519	0.0335634	0.0132977	0.00485522	0.00572404	0.0248262	0.00218	0.00441782	0.0012157	0.0233628	0.00749431	0.0116533	0.00108032	0.00991849	0.000301139	0.0382467	0.00448254	0.00353581	0.00263508	0.00870946	0.014616	0.0025147	0.0207871	0.0351353	0.0248231	0.0227781	0.0205349	0.000307922	0.00500305	0.0219172	0.00434812	0.0222192	0.0042601	0.00613628	0.00837436	0.00451175	0.00151935	0.00149622	0.0132331	0.0131625	0.0133682	0.0228721	0.00744033	0.0280682	0.00913075	0.0177284	0.0257434	0.0243307	0.0022994	0.0258716	0.013138	0.0237173	0.0134912	0.0365014	0.0489769	0.0149896	0.00868563	0.00636661	0.00189914	0.00623872	0.022859	0.0237612	0.000592273	0.00628126	0.0184866	0.00268785	0.0231404	0.0163141	0.00491655	0.0262945	0.00453245	0.0500979	1.51416
15660	-918.7865	-1031.312	112.5255	0.0468906	0.0158133	0.00172585	0.00539253	0.0157818	0.00609088	0.0036013	0.0140656	0.0141425	0.00126221	0.0161029	0.000997136	0.00223954	0.00324464	0.039023	0.0119588	0.0055392	0.000333497	0.00774168	0.0319062	0.00595658	0.0762961	0.0151869	0.0197958	0.01791	0.0250501	0.00463329	0.000856262	0.021562	0.00108734	0.00832612	0.0140282	0.00104325	0.0156285	0.0279057	0.000874886	0.000762271	0.0177012	0.014058	0.00457426	0.0102148	0.0196878	0.018434	0.000920734	0.0160618	0.0193502	0.0149626	0.018469	0.0209852	0.0239311	0.0377629	0.00513631	0.0385067	0.0433753	0.0075167	0.0207053	0.0125343	0.00475035	0.00414049	0.0351536	0.0510662	0.0134865	0.0171074	0.00871174	0.00818319	0.0287728	0.0032162	0.00136109	0.026421	0.00790967	0.0737351	0.733581	2.23219	0.235819	0.494316	0.802667	1.24585	2.023	4.24054	1.044612	1.519948	0.0407865	0.0137547	0.00150118	0.00469055	0.0137274	0.00529799	0.00313249	0.0122345	0.0123015	0.0010979	0.0140067	0.000867331	0.001948	0.00282226	0.0339431	0.010402	0.00481812	0.000290083	0.00673389	0.0277528	0.00518116	0.0663641	0.0132099	0.0172188	0.0155785	0.0217891	0.00403014	0.000744796	0.0187551	0.000945792	0.00724224	0.012202	0.000907442	0.013594	0.024273	0.000760995	0.00066304	0.0153969	0.012228	0.00397879	0.00888503	0.0171249	0.0160343	0.000800875	0.0139709	0.0168312	0.0130148	0.0160648	0.0182534	0.0208158	0.032847	0.00446768	0.033494	0.0377288	0.0065382	0.0180099	0.0109026	0.00413196	0.00360149	0.0305774	0.0444185	0.0117309	0.0148804	0.00757767	0.00711793	0.0250272	0.00279753	0.0011839	0.0229816	0.00688001	0.0641364	1.14966
15696	-918.4288	-1029.827	111.3979	0.0253142	0.0378443	0.000221377	0.00141848	0.0161701	0.0132971	0.00454875	0.00356891	0.0196986	0.00469832	0.00512504	0.00386602	0.00581502	0.00157248	0.00170158	0.00443835	0.00361302	0.00118746	0.0169266	0.0321755	0.00681365	0.058633	0.00481237	0.00184079	0.0199767	0.000297687	0.0152281	0.0197148	0.104996	0.00613703	0.0227022	0.047172	0.00302836	0.00388532	0.00878587	0.00100233	0.0108294	0.0252653	0.0511036	0.0165804	0.00365539	0.058758	0.0119712	0.0518908	0.000681487	0.0139188	0.0257049	0.0135595	0.0375374	0.0201584	0.0237869	0.0111585	0.00708203	0.0318766	0.0193022	0.00486435	0.0381392	0.0138217	0.0274228	0.00650297	0.0193911	0.0118807	0.0295928	0.0783024	0.0235699	0.0434668	0.0309759	0.0141446	0.000941667	0.0160342	0.0307967	0.940743	1.27407	0.2679	0.526043	0.818396	1.2219	1.90099	3.73273	0.952383	3.414999	0.0187111	0.0279728	0.000163632	0.00104848	0.0119522	0.00982865	0.00336223	0.00263798	0.0145604	0.00347279	0.0037882	0.00285759	0.0042982	0.00116231	0.00125773	0.00328063	0.00267058	0.000877716	0.0125113	0.0237827	0.00503635	0.0433389	0.00355709	0.00136063	0.0147659	0.000220037	0.0112559	0.0145723	0.0776083	0.00453622	0.0167805	0.0348674	0.00223842	0.00287185	0.00649412	0.000740878	0.00800464	0.0186749	0.0377735	0.0122555	0.0027019	0.0434313	0.00884858	0.0383553	0.000503725	0.0102881	0.0189999	0.0100225	0.027746	0.0149002	0.0175822	0.0082479	0.00523472	0.0235618	0.0142673	0.00359551	0.0281908	0.0102164	0.0202697	0.00480671	0.0143331	0.00878168	0.0218737	0.0578776	0.0174218	0.0321287	0.022896	0.010455	0.000696038	0.0118518	0.0227635	1.352896
15732	-918.3637	-1030.517	112.1533	0.0140724	0.0719861	0.00601302	0.00121712	0.0247649	0.00375846	0.00790174	0.00622979	0.0452489	0.00819198	0.00480791	0.0106169	0.0149465	0.000632482	0.0383925	0.0128496	0.00227547	0.000511709	0.0130853	0.0652942	0.0121002	0.0465982	0.00755943	0.00983486	0.0337706	0.00989104	0.0162542	0.00814887	0.0347461	0.000880646	0.00203974	0.0320106	0.00279539	0.00418774	0.0061498	0.00197934	0.00781545	0.038947	0.0327632	0.0240389	0.0161085	0.00326196	0.00906112	0.0351068	0.0103415	0.00120085	0.00782168	0.00186398	0.0293186	0.0250354	0.00976345	0.010559	0.00320965	0.0200485	0.00913246	0.0121472	0.0772274	0.0176658	0.0543563	0.00525064	0.0167882	0.0174838	0.0333428	0.0260996	0.036174	0.0205808	0.0246938	0.0179931	0.00452896	0.0286832	0.0753767	0.868328	1.60898	0.433946	0.665543	0.880713	1.13544	1.50253	2.30444	0.6036438	2.495995	0.0104586	0.0535	0.00446887	0.000904566	0.0184053	0.00279329	0.00587257	0.00462997	0.0336289	0.00608828	0.00357324	0.00789049	0.0111083	0.000470061	0.0285333	0.00954981	0.00169113	0.000380302	0.00972495	0.0485266	0.00899289	0.0346318	0.00561816	0.00730926	0.0250983	0.00735101	0.0120801	0.00605623	0.0258233	0.000654496	0.00151594	0.0237903	0.00207754	0.00311232	0.00457053	0.00147104	0.00580844	0.0289454	0.0243496	0.0178657	0.0119718	0.00242429	0.00673422	0.0260913	0.00768577	0.00089247	0.00581307	0.00138531	0.0217896	0.0186063	0.00725619	0.00784741	0.00238541	0.0149	0.00678724	0.00902776	0.0573954	0.0131292	0.0403975	0.00390227	0.012477	0.012994	0.0247804	0.0193972	0.0268845	0.0152956	0.0183524	0.0133725	0.00336592	0.0213173	0.0560199	1.345534
15768	-909.8116	-1021.159	111.3472	0.021942	0.0295234	0.00796367	0.00127033	0.0544685	0.0108339	0.00163099	0.00189444	0.0231783	0.0131234	0.0100442	0.00115711	0.0020029	0.00379766	0.0173357	0.0246718	0.00168519	0.00115368	0.00859064	0.0696892	0.0706557	0.045197	0.020048	0.0110489	0.0494103	0.00783711	0.00232472	0.0271329	0.0220933	0.000490766	0.00762214	0.00209434	0.0350753	0.0090009	0.0235149	0.00282754	0.00715514	0.0326737	0.00751676	0.0247531	0.0254801	0.0210811	0.00269169	0.0273707	0.00236408	0.00402285	0.0379581	0.017028	0.0250778	0.0149888	0.0345635	0.0106383	0.00280925	0.0329022	0.0186761	0.0481303	0.0821492	0.0222563	0.0165889	5.2492e-05	0.0223974	0.0122137	0.0431415	0.0281156	0.0257273	0.0331231	0.0382506	0.0255958	0.00938012	0.0132529	0.0588831	0.946206	1.2488	0.323398	0.576631	0.842179	1.1874	1.73421	3.09217	0.8162519	3.504335	0.0149129	0.0200657	0.00541252	0.00086338	0.0370196	0.00736326	0.0011085	0.00128756	0.0157532	0.00891936	0.00682657	0.000786431	0.00136128	0.00258109	0.0117822	0.0167682	0.00114534	0.0007841	0.00583865	0.0473644	0.0480213	0.0307183	0.0136257	0.0075094	0.0335818	0.00532651	0.00158	0.0184409	0.0150158	0.00033355	0.00518041	0.00142342	0.023839	0.00611749	0.015982	0.00192174	0.00486301	0.0222068	0.00510878	0.0168235	0.0173176	0.0143278	0.00182942	0.0186025	0.00160675	0.00273414	0.0257983	0.0115731	0.0170442	0.0101872	0.0234912	0.00723032	0.00190931	0.0223621	0.0126933	0.0327119	0.0558329	0.0151266	0.0112747	3.56763e-05	0.0152224	0.00830109	0.0293212	0.0191088	0.0174856	0.0225122	0.0259971	0.0173962	0.00637522	0.00900739	0.04002	1.47134
